3560	“Kick off your summer right with a Chesapeake Bay Krill Bake	27440	Red Lobster Celebrates Return Of Annual All-You-Can-Eat Krill Fest	http://www.theonion.com/articles/red-lobster-celebrates-return-of-annual-allyoucane,36398/
3977	CHARLOTTE BOBCATS SEEDED 7TH IN TOURNAMENT	23331	Charlotte Bobcats Seeded 7th In NIT	http://www.theonion.com/articles/charlotte-bobcats-seeded-7th-in-nit,6633/
3779	NEW HIGH SCHOOL ALUMNI MAKE SUCCESSFUL USE OF GRADUATION ADVICE	23957	New High School Alumni Make Successful Use Of Vague Graduation Advice	http://www.theonion.com/audio/new-high-school-alumni-make-successful-use-of-vagu,14028/
4242	STUDY: 80% OF WAKING HOURS SPENT without memory	25871	Study: 80% Of Waking Hours Spent Plotting Revenge	http://www.theonion.com/articles/study-80-of-waking-hours-spent-plotting-revenge,32898/
12886	HOPING TO BREAK SLUMP, RICKIE WEEKS CHEWING INCREASING AMOUNTS OF TOBACCO, BUBBLE GUM, SUNFLOWER SEEDS, PINE TAR	19489	Hoping To Break Slump, Rickie Weeks Chewing Increasing Amounts Of Tobacco, Bubble Gum, Sunflower Seeds, Pine Tar All At Once	http://www.theonion.com/articles/hoping-to-break-slump-rickie-weeks-chewing-increas,28379/
25847	"TAYLOR SWIFT SAYS SHE'S ""GETTING INTO PHOTOGRAPHY"" "	23592	17-Year-Old Thinks She's Getting Into Photography	http://www.theonion.com/articles/17yearold-thinks-shes-getting-into-photography,6756/
16540	WORLD CUP CROWD BLENDS 75,000 VOICES INTO ONE BEAUTIFUL ROAR	27414	World Cup Crowd Blends 75,000 Racist Slurs Into One Beautiful Roar	http://www.theonion.com/articles/world-cup-crowd-blends-75000-racist-slurs-into-one,36302/
652	CHIK-FIL-A WANTS CONSUMERS TO KNOW IT'S FINE WITH GAYS, DISAPPROVES OF GAY MARRIAGE	19756	Wendy's Wants Consumers To Know It's Fine With Gays, Disapproves Of Interracial Marriage	http://www.theonion.com/articles/wendys-wants-consumers-to-know-its-fine-with-gays,28985/
20196	NEW CREDIT CARD URGES BUYERS TO GO FOR IT	19328	New Visa Talking Credit Card Urges Buyers To Go For It	http://www.theonion.com/articles/new-visa-talking-credit-card-urges-buyers-to-go-fo,28047/
16054	REPORT: oprah's GOT HER THING TONIGHT	26997	Report: Mom’s Got Her Thing Tonight	http://www.theonion.com/articles/report-moms-got-her-thing-tonight,35446/
25980	videotaped catering car for wedding posterity	22394	Wedding Catering Cart Videotaped For Posterity	http://www.theonion.com/articles/wedding-catering-cart-videotaped-for-posterity,698/
11137	BEARS OFFENSIVE LINE COACH MIKE TICE FAIRLY CLOSE TO TEACHING DIFFERENCE BETWEEN TACKLE AND GUARD	21265	Bears Offensive Line Coach Mike Tice Fairly Close To Learning Difference Between Tackle And Guard	http://www.theonion.com/articles/bears-offensive-line-coach-mike-tice-fairly-close,21169/
1762	MAN CLAIMS FLATBREAD IS PIZZA.  BUT IS HE RIGHT?	26194	‘Flatbread Means Pizza,’ Man Finds Self Curtly Saying To Visiting Father	http://www.theonion.com/articles/flatbread-means-pizza-man-finds-self-curtly-saying,33523/
20419	BUSH TO TROOPS: 'BRING BACK PEACE TO THE REGION'	24820	Bush To Olympians: 'Bring Back Lots Of Valuable Gold'	http://www.theonion.com/articles/bush-to-olympians-bring-back-lots-of-valuable-gold,6248/
5624	SOUTH AFRICA REALIZES ALL ITS RESEARCHERS WERE STOLEN DURING WORLD WAR	22468	South Africa Realizes All Its Things Were Stolen During World Cup	http://www.theonion.com/articles/south-africa-realizes-all-its-things-were-stolen-d,17744/
8258	who ASKS BOB MELVIN IF A’S ARE POOR?	27125	Coco Crisp Shyly Asks Bob Melvin If A’s Are Poor	http://www.theonion.com/articles/coco-crisp-shyly-asks-bob-melvin-if-as-are-poor,35704/
16441	ALZHEIMER'S DISEASE CAUSING ELDERLY TO MISREMEMBER YOUTH	22001	Alzheimer's Disease Causing Baby Boomers To Misremember 1960s Even More	http://www.theonion.com/articles/alzheimers-disease-causing-baby-boomers-to-misreme,2904/
23451	MCDONALD'S TO POST WARNING LABELS ON FRIES	24900	McDonald's To Post Warning Labels On Individual Fries	http://www.theonion.com/audio/mcdonalds-to-post-warning-labels-on-individual-fri,13474/
21710	Russel Athletic Introduces New Product	22912	Russell Athletic Sheepishly Introduces New Cup	http://www.theonion.com/articles/russell-athletic-sheepishly-introduces-new-cup,17392/
21266	KURRENCYKOOK.COM GIVES MIXED REVIEW	25603	KurrencyKook.com Gives New $100 Bill Mixed Review	http://www.theonion.com/articles/kurrencykookcom-gives-new-100-bill-mixed-review,32201/
9289	DEREK JETER WALKED TWICE IN ALL-STAR GAME	27490	Derek Jeter Beaned Twice In All-Star Game	http://www.theonion.com/articles/derek-jeter-beaned-twice-in-allstar-game,36471/
9079	EA CEO RESIGNS AFTER STOCK PRICE PLUNGES	25973	Jay-Z CEO Resigns After Stock Price Plunges	http://www.theonion.com/articles/jayz-ceo-resigns-after-stock-price-plunges,33060/
16058	Opening Staff Rails Against Incompetence of Boss	22161	Opening Staff Rails Against Incompetence Of Closing Staff	http://www.theonion.com/articles/opening-staff-rails-against-incompetence-of-closin,17259/
2070	WITNESS PUNCHES OUT PROSECUTOR	23917	Surprise Witness Punches Out Prosecutor	http://www.theonion.com/audio/surprise-witness-punches-out-prosecutor,14016/
8821	ALUMNI FURIOUS OVER HIGH SCHOOL'S CONSTANTdemands	24850	Alumni Furious Over High School's Constant Improvements	http://www.theonion.com/articles/alumni-furious-over-high-schools-constant-improvem,6271/
22213	ELDERLY MAN SKIPPING WORK USES 'DEAD GRANDSON' EXCUSE AGAIN has been fired from job	23594	Elderly Man Skipping Work Uses 'Dead Grandson' Excuse Again	http://www.theonion.com/articles/elderly-man-skipping-work-uses-dead-grandson-excus,6758/
4688	DEFECTIVE Culinary BOARD REVIEWS LOCAL THAI RESTAURANTS	24598	Defective Ouija Board Reviews Local Thai Restaurants	http://www.theonion.com/audio/defective-ouija-board-reviews-local-thai-restauran,13389/
6914	government admits to hiding embarrassingly 1973 alien encounter	19062	Government Admits To Hiding Embarrassingly Lame 1973 Extraterrestrial Encounter	http://www.theonion.com/articles/government-admits-to-hiding-embarrassingly-lame-19,27584/
21715	BIDEN SIT IN AT CABINET MEETING	26044	Biden Has Guy Named Worm Sit In For Him At Cabinet Meeting	http://www.theonion.com/articles/biden-has-guy-named-worm-sit-in-for-him-at-cabinet,33250/
24324	PHYSICISTS SUCCESFULLY SPLIT THE CALTECH BILL	23003	Caltech Physicists Successfully Split The Bill	http://www.theonion.com/articles/caltech-physicists-successfully-split-the-bill,2037/
26229	BRITNEY SPEARS' FRAGRANCE HAS NEW AMBASSADOR	24209	Britney Spears' Fragrance Soldiers On Without Her	http://www.theonion.com/audio/britney-spears-fragrance-soldiers-on-without-her,13255/
12657	Area man dies in commute	21397	Area Man Somehow Endures Harrowing Entertainment-Free Commute	http://www.theonion.com/articles/area-man-somehow-endures-harrowing-entertainmentfr,26299/
17031	JOHN BOEHNER’S WIFE CALLS FOR HER SHUTDOWN KING TO COME BACK TO THE OFFICE	26490	John Boehner’s Wife Calls For Her Shutdown King To Come Back To Bed	http://www.theonion.com/articles/john-boehners-wife-calls-for-her-shutdown-king-to,34213/
10617	VILLAGE IN NEPAL CONSTRUCTED ENTIRELY OF MOUNTAIN CLIMBERS	23171	Village In Nepal Constructed Entirely Of Frozen Mountain Climbers	http://www.theonion.com/audio/village-in-nepal-constructed-entirely-of-frozen-mo,13715/
17990	Bernie Sanders takes off owing roommates 1,300 Bucks	24131	Duane Takes Off Owing Roommates 1,300 Bucks	http://www.theonion.com/articles/duane-takes-off-owing-roommates-1300-bucks,2875/
22493	LIP-READING SERVICE MOCKS OFFICIALS WHO WANT TO SHUT IT DOWN	22497	Lip-Reading BCS Computer Kills Officials Who Want To Shut It Down	http://www.theonion.com/articles/lipreading-bcs-computer-kills-officials-who-want-t,17812/
24016	RICHARD BRANSON'S GLOBAL-WARMING DONATION Generously AS MUCH AS scientific study	24717	Richard Branson's Global-Warming Donation Nearly As Much As Cost Of Failed Balloon Trips	http://www.theonion.com/articles/richard-bransons-globalwarming-donation-nearly-as,5467/
8275	SCIENTIST REFERS TO SLEEP AS 'PASSING OUT'	25619	Man Always Refers To Sleep As 'Passing Out'	http://www.theonion.com/articles/man-always-refers-to-sleep-as-passing-out,32216/
4570	Pedophile teachers nervous for last day of school	24886	Pedophile Nervous For First Day Of School	http://www.theonion.com/articles/pedophile-nervous-for-first-day-of-school,2519/
3721	LITTLE LEAGUE WORLD SERIES TO BEGIN TESTING PLAYERS FOR STEROIDS	19019	Little League World Series to Begin Testing Players For Mustaches	http://www.theonion.com/articles/little-league-world-series-to-begin-testing-player,27443/
9148	NYPD OFFERING NO-QUESTIONS-ASKED hash DROP-OFF	27356	NYPD Offering No-Questions-Asked DVD Drop-Off	http://www.theonion.com/articles/nypd-offering-noquestionsasked-dvd-dropoff,36202/
19374	HONEST MAN ANGRY HE'S NOT JUDGED BY THAT TIME HE WAS INJURED	18859	Unreliable Man Angry He's Not Judged By That Time He Was Reliable	http://www.theonion.com/articles/unreliable-man-angry-hes-not-judged-by-that-time-h,27118/
19068	FIFTH-GRADE BOYS DISCOVER GROUP OF NAKED LADIES TIED UP IN WOODS	27166	Group Of Fifth-Grade Boys Discover Pile Of Naked Ladies Discarded In Woods	http://www.theonion.com/articles/group-of-fifthgrade-boys-discover-pile-of-naked-la,35790/
10028	TAYLOR SWIFT ENTERS RELATIONSHIP WITH BODY-BUILDING CARLOS HARRISON	25801	Taylor Swift Enters Alternate Universe To Date Body-Building George Harrison	http://www.theonion.com/articles/taylor-swift-enters-alternate-universe-to-date-bod,32698/
1025	AREA MAN UNAFFECTED BY STOCK MARKET WHIMS	21203	Area Loser Blissfully Unaffected By Whims Of Stock Market	http://www.theonion.com/articles/area-loser-blissfully-unaffected-by-whims-of-stock,21109/
1264	DELTA PLANE EXPLODES OVER ATLANTIC	26588	Pilot Thanks Passengers For Flying Delta Just Before Plane Explodes Into A Million Pieces Over Atlantic	http://www.theonion.com/articles/pilot-thanks-passengers-for-flying-delta-just-befo,34429/
7520	JOINT CHIEFS CHAIRMAN : I COULD PULL OFF JUNTA IF I REALLY WANTED TO	25695	Joint Chiefs Chairman Pretty Sure He Could Pull Off Junta If He Really Wanted To	http://www.theonion.com/articles/joint-chiefs-chairman-pretty-sure-he-could-pull-of,32477/
23853	BRANDON WEEDEN MISSES BROWNS PRACTICE TO ATTEND WEDDING	26242	Brandon Weeden Misses Browns Practice To Attend Son's Wedding	http://www.theonion.com/articles/brandon-weeden-misses-browns-practice-to-attend-so,33565/
8766	LASIK SURGERY ALLOWS BARON TO SEE WITHOUT glasses	21804	LASIK Surgery Allows Baron To See Without Monocle	http://www.theonion.com/articles/lasik-surgery-allows-baron-to-see-without-monocle,26484/
2313	SAN DIEGO ZOO DISPLAYS FIRST RHINO BORN IN CAPTIVITY	19977	San Diego Zoo Displays First Rhino Stillborn In Captivity	http://www.theonion.com/articles/san-diego-zoo-displays-first-rhino-stillborn-in-ca,29487/
13866	NFL TO FINE PLAYERS FOR GETTING ARRESTED	24141	NFL To Fine Players For Getting Concussions	http://www.theonion.com/articles/nfl-to-fine-players-for-getting-concussions,7008/
19176	FBI ANNOUNCES WITNESS-PROTECTION PARADE	25264	FBI Discontinues Witness-Protection Parade	http://www.theonion.com/audio/fbi-discontinues-witnessprotection-parade,13595/
1642	Come prepared	25273	That One Kid In Rec Basketball League Always Wearing Jeans During Games	http://www.theonion.com/articles/that-one-kid-in-rec-basketball-league-always-weari,2613/
13383	PANICKED AGRICULTURE SECRETARY FORGETS WHO HE SERVES	23292	Panicked Agriculture Secretary Momentarily Forgets What Corn Is	http://www.theonion.com/articles/panicked-agriculture-secretary-momentarily-forgets,6617/
20801	NATION DEMANDS BREXIT INSTRUCTIONS	24249	Nation Demands Easier Instructions	http://www.theonion.com/audio/nation-demands-easier-instructions,13273/
25766	MAN DIsturbed JUST BY CONSTANT THOUGHT OF 2 GUYS KISSING	27288	Man Disgusted Just By Constant Thought Of 2 Guys Kissing	http://www.theonion.com/articles/man-disgusted-just-by-constant-thought-of-2-guys-k,36092/
7120	GREEN BAY POLICE DRIVER HAS SEEN 'WHOLE HECK OF A LOT'	19002	Green Bay Taxi Driver Has Seen 'Whole Heck Of A Lot'	http://www.theonion.com/audio/green-bay-taxi-driver-has-seen-whole-heck-of-a-lot,27419/
5417	CROWD ACCLAIMS 93-YEAR-OLD FINALLY GRADUATES FROM COLLEGE	25837	Crowd Cheers As 93-Year-Old Fuckup Finally Graduates From College	http://www.theonion.com/articles/crowd-cheers-as-93yearold-fuckup-finally-graduates,32772/
20403	supreme court bans corporations from running for political office	22006	Supreme Court Allows Corporations To Run For Political Office	http://www.theonion.com/articles/supreme-court-allows-corporations-to-run-for-polit,7071/
11453	DEADLY NEW VIRUS FOUND TO BE REAL-TIME	20536	Deadly New Virus Found To Be 'Real Squiggly'	http://www.theonion.com/audio/deadly-new-virus-found-to-be-real-squiggly,30701/
24346	BRIAN URLACHER RETIRES WITH PLENTY OF INJURIES LEFT 	25738	Brian Urlacher Retires With Plenty Of Injuries Left In The Tank	http://www.theonion.com/articles/brian-urlacher-retires-with-plenty-of-injuries-lef,32542/
10371	LIFETIME OF SLEEPING, EATING, BREATHING FINALLY CATCHES UP TO 1990	23757	Lifetime Of Sleeping, Eating, Breathing Finally Catches Up To Area Man	http://www.theonion.com/audio/lifetime-of-sleeping-eating-breathing-finally-catc,13950/
8495	EVERYTHING YOU'VE EVER WANTED HAS BEEN RIGHT IN FRONT OF YOU ALL ALONG	27293	Report: Everything You've Ever Wanted Has Been Right In Front Of You All Along	http://www.theonion.com/articles/report-everything-youve-ever-wanted-has-been-right,36066/
16400	LAST MALE HEIR TO BLOODLINE WATCHES MOVIE WITH GRANDDAUGHTER ON LAPTOP	21768	Last Male Heir To Bloodline Watches Movie Alone On Laptop	http://www.theonion.com/articles/last-male-heir-to-bloodline-watches-movie-alone-on,20969/
12332	Baseball fans excited for all-star matchup between non-injured players.	21130	Baseball Fans Excited For All-Star Matchup Between Best Available Non-Injured Players Willing To Play In Game	http://www.theonion.com/articles/baseball-fans-excited-for-allstar-matchup-between,20923/
9976	MUPPETEER'S RIGHT HAND IN CRITICAL CONDITION FOLLOWING BIG BIRD ASSASSINATION ATTEMPT	23255	Muppeteer's Right Hand In Critical Condition Following Elmo Assassination Attempt	http://www.theonion.com/audio/muppeteers-right-hand-in-critical-condition-follow,13751/
14955	flamboyant NATION DEMANDS SUPREME COURT JUST GET TO THE GAY STUFF	25917	Impatient Nation Demands Supreme Court Just Get To The Gay Stuff	http://www.theonion.com/articles/impatient-nation-demands-supreme-court-just-get-to,32938/
19884	CONVICTED FREED BY PRESIDENTIAL PARDON	24476	Convicted Forger Freed By Presidential Pardon	http://www.theonion.com/audio/convicted-forger-freed-by-presidential-pardon,13347/
4844	OWNING A BOAT IS NOW WORTH IT	21598	Owning A Boat Is Not Worth It	http://www.theonion.com/audio/owning-a-boat-is-not-worth-it,26655/
24393	ILLINOIS DOES 10 ADULT FILMS THIS YEAR TO MAKE ENDS MEET	22507	Illinois Does A Few Adult Films To Make Ends Meet	http://www.theonion.com/articles/illinois-does-a-few-adult-films-to-make-ends-meet,17823/
17182	Political rally interrupted by Nashville predators game 	19241	Awesome T-Shirt Cannon Party Interrupted By Nashville Predators Game	http://www.theonion.com/articles/awesome-tshirt-cannon-party-interrupted-by-nashvil,27869/
23869	ron paul supporter likes the way how paul tells things	18868	Ron Paul Supporter Likes The Way Paul Tells It Like It Has No Chance Of Being	http://www.theonion.com/articles/ron-paul-supporter-likes-the-way-paul-tells-it-lik,27138/
2109	RADIO DJ INVITES WHOLE TOWN TO NIGHT EVENT	21699	Radio DJ Invites Whole Town To Some Bullshit	http://www.theonion.com/articles/radio-dj-invites-whole-town-to-some-bullshit,26767/
11155	JOE DUMARS RESIGNS TO SPEND MORE TIME WITH FAMILY	27180	Joe Dumars Resigns To Spend More Time Rebuilding Family	http://www.theonion.com/articles/joe-dumars-resigns-to-spend-more-time-rebuilding-f,35811/
17689	CHARISMA GENE ISOLATED	22077	Gay Gene Isolated, Ostracized	http://www.theonion.com/audio/gay-gene-isolated-ostracized,16908/
26169	Muslims discovered America	25858	Man Who Plays Game For Millions Of Dollars Called Gutsy	http://www.theonion.com/articles/man-who-plays-game-for-millions-of-dollars-called,32826/
13584	AREA MAN GUESSES HE DOESN'T NEED WIKIPEDIA PAGE OPEN ANYMORE	21231	Area Man Guesses He Doesn't Need MC Lyte Wikipedia Page Open Anymore	http://www.theonion.com/articles/area-man-guesses-he-doesnt-need-mc-lyte-wikipedia,21154/
13276	MOTHER OF SLAYING VICTIM GLAD IT WAS THE POLICE WHO KNOCKED ON HER DOOR HALF AN HOUR AFTER FUNERAL	21096	Mother Of Slaying Victim Glad It Was Onion Reporter Who Knocked On Her Door Half An Hour After Funeral	http://www.theonion.com/articles/mother-of-slaying-victim-glad-it-was-onion-reporte,20857/
26088	AVERAGE TIME SPENT BEING HAPPY correlates to work hours PER DAY	22166	Average Time Spent Being Happy Drops To 13 Seconds Per Day	http://www.theonion.com/articles/average-time-spent-being-happy-drops-to-13-seconds,17258/
15728	Veteran stormed beach at Normandy who's still getting laid because of it 	25244	Veteran Who Stormed Beach At Normandy Still Getting Laid Because Of It	http://www.theonion.com/audio/veteran-who-stormed-beach-at-normandy-still-gettin,13574/
10266	MAN JUST HAVING SICK OF THOSE DECADES WHERE HE DOESN'T FEEL LIKE DOING ANYTHING	27062	Man Just Having One Of Those Decades Where He Doesn't Feel Like Doing Anything	http://www.theonion.com/articles/man-just-having-one-of-those-decades-where-he-does,35556/
988	FAMILY CONCERNED AFTER NEW TV SHOW HAS ANOTHER TERRIBLE EPISODE	22024	Family Concerned After Aging TV Show Has Another Terrible Episode	http://www.theonion.com/articles/family-concerned-after-aging-tv-show-has-another-t,7079/
22633	Russia Acquired amway distributorship	25160	Russia Acquires Amway Distributorship	http://www.theonion.com/audio/russia-acquires-amway-distributorship,13547/
3109	FED CHIEF MAKES DIPLOMATIC VISIT TO QUEEN	19879	Fed Chief Makes Diplomatic Visit To Econopolis	http://www.theonion.com/articles/fed-chief-makes-diplomatic-visit-to-econopolis,29299/
22781	GOLDMAN SACHS ANNOUNCES THEY’RE FOUNDING UP A NURSING HOME AND THERE’S LOTS ANYONE CAN DO TO HELP	26228	Goldman Sachs Announces They’re Blowing Up A Nursing Home And There’s Nothing Anyone Can Do About It	http://www.theonion.com/articles/goldman-sachs-announces-theyre-blowing-up-a-nursin,33612/
22339	parents told kids that they met using tinder algorithm	27064	Parents Reminisce To Children About Dating Algorithm That Brought Them Together	http://www.theonion.com/articles/parents-reminisce-to-children-about-dating-algorit,35570/
2131	QUAKER SCIENTISTS FORMULATE NEW OLD-FASHIONED OATMEAL	19458	Quaker Scientists Formulate World's Oldest-Fashioned Oatmeal	http://www.theonion.com/articles/quaker-scientists-formulate-worlds-oldestfashioned,28364/
18555	BLIND SOUTH KOREAN ARCHER SETS NEW WORLD RECORD BEFORE ACCIDENTALLY SHOOTING FOOT	19827	Blind South Korean Archer Sets New World Record Before Accidentally Murdering Eight	http://www.theonion.com/articles/blind-south-korean-archer-sets-new-world-record-be,29025/
7533	PAPA JOHN’S NOW OFFERING HOME DELIVERY	27010	Papa John’s Now Offering 3-Day Home Delivery	http://www.theonion.com/articles/papa-johns-now-offering-3day-home-delivery,35471/
16403	WHILE CHEERING ON BROTHER, ELI MANNING STRUGGLES WITH BACK INJURY	21995	While Cheering On Brother, Eli Manning Struggles To Follow Football Game	http://www.theonion.com/articles/while-cheering-on-brother-eli-manning-struggles-to,7063/
17674	NEW STUDY FINDS WOMEN SHOULD BE MAKING 20 CENTS More ON DOLLAR THAN MEN	21315	New Study Finds Women Should Only Be Making 20 Cents Less On Dollar Than Men	http://www.theonion.com/articles/new-study-finds-women-should-only-be-making-20-cen,21354/
6777	RAPIDLY SWELLING MAY CONTAIN TRACES OF PEANUTS	19202	Rapidly Swelling Man May Contain Traces Of Peanuts	http://www.theonion.com/audio/rapidly-swelling-man-may-contain-traces-of-peanuts,27821/
17687	'MY SHARONA' PLAYING IN SUPERMARKET AS PARENT SOOTHES CRYING CHILD	19514	'My Sharona' Playing In Supermarket As Parent Slaps Crying Child In Face	http://www.theonion.com/articles/my-sharona-playing-in-supermarket-as-parent-slaps,28461/
3361	PRESIDENT BUSH DESIGNATES 1 MILLION ACRES FOR FEDERALLY PROTECTED PARKS	23113	President Bush Designates 1 Million Acres For Federally Protected Water Parks	http://www.theonion.com/audio/president-bush-designates-1-million-acres-for-fede,13696/
16026	SOTOMAYOR TO ADD LITIGATION EXPERTISE TO ALREADY DEADLY SUPREME COURT	23776	Sotomayor To Add Ballistics Expertise To Already Deadly Supreme Court	http://www.theonion.com/articles/sotomayor-to-add-ballistics-expertise-to-already-d,6840/
1465	FAMILY RELIEVED TO HEAR dog DIDN'T DIE	21295	Family Relieved To Hear Good Grandma Didn't Die	http://www.theonion.com/articles/family-relieved-to-hear-good-grandma-didnt-die,21288/
3605	FAMILY BRAVELY DEFENDS SQUEAK FROM TERRIER	23730	Terrier Bravely Defends Family From Squeak	http://www.theonion.com/articles/terrier-bravely-defends-family-from-squeak,6815/
16604	NBA REF DISGUSTED AFTER FINDING SHOT CLOCK THAT EXPIRED seconds AGO	26835	NBA Ref Disgusted After Finding Shot Clock That Expired Months Ago	http://www.theonion.com/articles/nba-ref-disgusted-after-finding-shot-clock-that-ex,35037/
4751	JOHN MADDEN AGREES TO WORK AS CONSULTANT FOR RAIDERS	21514	John Madden Agrees To Work As Consultant For Raiders Concession Stand	http://www.theonion.com/articles/john-madden-agrees-to-work-as-consultant-for-raide,26453/
7907	EDWARD SNOWDEN’S LIFE CLAIMED TO BE FUN AND EXCITING	26088	Edward Snowden’s Life Just Flat-Out Fun And Exciting	http://www.theonion.com/articles/edward-snowdens-life-just-flatout-fun-and-exciting,33339/
1776	HOLLYWOOD DIET recipes HAVE FALLEN INTO NON-CELEBRITY HANDS	22591	Hollywood Diet Secrets Have Fallen Into Non-Celebrity Hands	http://www.theonion.com/audio/hollywood-diet-secrets-have-fallen-into-noncelebri,17995/
