1043	STUDY: DEPRESSION HITS TEENS HARDEST	22075	Study: Depression Hits Losers Hardest	http://www.theonion.com/audio/study-depression-hits-losers-hardest,14127/
1055	STUDY: DEPRESSION HITS LOWER CLASS HARDEST	22075	Study: Depression Hits Losers Hardest	http://www.theonion.com/audio/study-depression-hits-losers-hardest,14127/
22441	Member hated book. 	20722	Member Of Book Group Just Loved This Book A Little Less Is All	http://www.theonion.com/articles/member-of-book-group-just-loved-this-book-a-little,19299/
15543	Pre-Season? What?	21419	NHL Not Quite Sure Why It Has A Preseason	http://www.theonion.com/articles/nhl-not-quite-sure-why-it-has-a-preseason,26216/
21750	PRAYERS ANSWERED	22025	Prayers Answered By Random Series Of Events In Cold, Uncaring Universe	http://www.theonion.com/articles/prayers-answered-by-random-series-of-events-in-col,7080/
6013	PAKISTANI INTELLIGENCE ANNOUNCES ITS participation WITH U.S. FORCES DURING UPCOMING JUNE 12 military exercise NEAR SMALL TOWN OF RAZMANI IN NORTH WAZIRISTAN	21044	Pakistani Intelligence Announces Its Full Cooperation With U.S. Forces During Upcoming Top Secret June 12 Drone Strike On Al-Qaeda At 5:23 A.M. Near Small Town Of Razmani In North Waziristan	http://www.theonion.com/articles/pakistani-intelligence-announces-its-full-cooperat,20681/
2553	Investors Find Investment In Facebook Regrettable	19887	Area Man Regrets Investing In Facebook	http://www.theonion.com/articles/area-man-regrets-investing-in-facebook,29276/
7702	NEW MEDICARE LAW WOULD REQUIRE DENYING PROGRAM TO ANYONE BORN AFTER JANUARY 1, 2012	21816	New Medicare Law Would Require Never Mentioning Program To Anyone Born After January 1, 2012	http://www.theonion.com/articles/new-medicare-law-would-require-never-mentioning-pr,22105/
6473	CRASH NEARLY BLOWS ALL THE GOODWILL BUILT UP BY WALL STREET IN RECENT YEARS	18347	AIG Nearly Blows All The Goodwill Built Up By Wall Street In Recent Years	http://www.theonion.com/articles/aig-nearly-blows-all-the-goodwill-built-up-by-wall,30845/
21736	U.N. WEAPONS INSPECTORS THOROUGHLY CONDEMN YEMENI WEAPONS	20716	U.N. Weapons Inspectors Thoroughly Unimpressed With Yemeni Weapons	http://www.theonion.com/articles/un-weapons-inspectors-thoroughly-unimpressed-with,19260/
21748	U.N. WEAPONS INSPECTORS 'THOROUGHLY UNIMPRESSED' WITH YEMENI COMPLIANCE	20716	U.N. Weapons Inspectors Thoroughly Unimpressed With Yemeni Weapons	http://www.theonion.com/articles/un-weapons-inspectors-thoroughly-unimpressed-with,19260/
615	DOCTORS CLEAR PEYTON MANNING TO LET HIM PLAY IN 2014 PRESEASON	18976	Doctors Clear Peyton Manning To Let 300-Pound Men Slam Him Into The Ground As Hard As They Can	http://www.theonion.com/articles/doctors-clear-peyton-manning-to-let-300pound-men-s,27326/
7067	IT’S A FORM OF SHOW BUSINESS: JUSTIFICATIONS FOR PROSTIUTION	19480	It’s A Form Of Show Business, Woman Repeats To Self	http://www.theonion.com/articles/its-a-form-of-show-business-woman-repeats-to-self,28399/
2777	ECO-CONSCIOUS energy FIRM DEVELOPING ALTERNATIVE SOURCES OF energy	19554	Eco-Conscious Marketing Firm Developing Alternative Sources Of Synergy	http://www.theonion.com/articles/ecoconscious-marketing-firm-developing-alternative,28617/
2869	MARKETING FIRM DEVELOPING ALTERNATIVE SOURCES OF ECO-CONSCIOUS SYNERGY	19554	Eco-Conscious Marketing Firm Developing Alternative Sources Of Synergy	http://www.theonion.com/articles/ecoconscious-marketing-firm-developing-alternative,28617/
3859	ECO-CONSCIOUS MARKETING FIRM DEVELOPING ALTERNATIVE SOURCES OF Energy	19554	Eco-Conscious Marketing Firm Developing Alternative Sources Of Synergy	http://www.theonion.com/articles/ecoconscious-marketing-firm-developing-alternative,28617/
19425	NATION'S CANDIDATES ENTER LAST STAGE OF PREP FOR THURSDAY'S DEBATES	20426	Nation's Uncles Enter Last Stage Of Prep For Thursday's Thanksgiving Debates	http://www.theonion.com/articles/nations-uncles-enter-last-stage-of-prep-for-thursd,30463/
1502	CHANGES TO TRAFFIC CODE TOP LIST OF ACHIEVABLE REFORMS	18428	List Of Politically Achievable Reforms Down To Just Three Minor Changes To Traffic Code	http://www.theonion.com/articles/list-of-politically-achievable-reforms-down-to-jus,30977/
17029	TORNADO VICTIMS BERATE NEWS ORGANIZATION FOR ITS IN-DEPTH REPORTING ON STORM'S CARNAGE	21083	Tornado Victims Thank News Organization For Its In-Depth Reporting On Storm's Carnage	http://www.theonion.com/articles/tornado-victims-thank-news-organization-for-its-in,20838/
18563	AREA MAN INFORMED HE HAS GOTTEN EBOLA	18408	Area Man Informed He Has Gotten Haircut	http://www.theonion.com/articles/area-man-informed-he-has-gotten-haircut,30944/
16273	Spider eggs hatch in space. 	23081	Spider Eggs Hatch In Bush's Brain	http://www.theonion.com/articles/spider-eggs-hatch-in-bushs-brain,6525/
11538	U.S. TROOPS IN IRAQ EXCITED TO FINALLY RETURN TO US	21892	U.S. Troops In Iraq Excited To Finally Return To Afghanistan	http://www.theonion.com/articles/us-troops-in-iraq-excited-to-finally-return-to-afg,2684/
11550	U.S. TROOPS IN IRAQ EXCITED TO FINALLY RETURN HOME	21892	U.S. Troops In Iraq Excited To Finally Return To Afghanistan	http://www.theonion.com/articles/us-troops-in-iraq-excited-to-finally-return-to-afg,2684/
12555	U.S. TROOPS IN IRAQ EXCITED TO FINALLY RETURN TO Us	21892	U.S. Troops In Iraq Excited To Finally Return To Afghanistan	http://www.theonion.com/articles/us-troops-in-iraq-excited-to-finally-return-to-afg,2684/
24912	FIRE CONSUMES BIG FARM WHERE FAMILIES SEND DOGS TO RUN FREE	21023	Fire Consumes Big Happy Farm Where Families Send Sick Dogs To Run Free And Play	http://www.theonion.com/articles/fire-consumes-big-happy-farm-where-families-send-s,20641/
21022	MINNESOTA TO REBUILD OTHER SIDE OF LINE WITH PLYWOOD	19381	Minnesota Vikings To Rebuild Other Side Of Offensive Line With Plywood	http://www.theonion.com/articles/minnesota-vikings-to-rebuild-other-side-of-offensi,28061/
14198	NEW MOVIE FROM PIXAR WILL EXPLORE KIDS' MINDS	19528	New Movie From Pixar Will Totally Fuck With Kids' Minds	http://www.theonion.com/audio/new-movie-from-pixar-will-totally-fuck-with-kids-m,28509/
14219	new movie from Pixar will delight kids and parents minds	19528	New Movie From Pixar Will Totally Fuck With Kids' Minds	http://www.theonion.com/audio/new-movie-from-pixar-will-totally-fuck-with-kids-m,28509/
11126	Neil Armstrong's wife is auctioning off all of her space memorabilia	20090	Neil Armstrong's Wife Glad To Finally Get Rid Of All The Space Hobby Crap	http://www.theonion.com/articles/neil-armstrongs-wife-glad-to-finally-get-rid-of-al,29692/
15108	APPLE: NEW IPHONE REVEALED	21412	Apple: New iPhone Good	http://www.theonion.com/articles/apple-new-iphone-good,26257/
25316	WOMAN PREFERS TO GET ADVICE FROM AS MANY PEOPLE AS POSSIBLE	20616	Area Woman Prefers To Get Same Advice From As Many People As Possible	http://www.theonion.com/articles/area-woman-prefers-to-get-same-advice-from-as-many,18852/
18321	CHARLY SHEEN CELEBRATES FLORIDA WIN WITH ALL-NIGHT MIAMI BEACH RAVE	18904	Romney Celebrates Florida Win With All-Night Miami Beach Rave	http://www.theonion.com/articles/romney-celebrates-florida-win-with-allnight-miami,27236/
16915	JAY CUTLER PROVES NAYSAYERS WRONG BY DEFEATING LATEST TEAM TO MAKE PLAYOFFS	20626	Jay Cutler Proves Naysayers Wrong By Defeating Shittiest Team Ever To Make Playoffs	http://www.theonion.com/articles/jay-cutler-proves-naysayers-wrong-by-defeating-shi,18898/
21207	SENATE SULLY FORCES LEGISLATORS TO PASS 'WE ARE PRO HOMOS' BILL	22194	Senate Bully Forces Legislators To Repeatedly Pass 'We Are Huge Homos' Bill	http://www.theonion.com/articles/senate-bully-forces-legislators-to-repeatedly-pass,17338/
21068	MISCHIEVOUS RACCOON WREAKS HAVOC ON INTERNATIONAL REFUELING STATION	18815	Mischievous Raccoon Wreaks Havoc On International Space Station	http://www.theonion.com/audio/mischievous-raccoon-wreaks-havoc-on-international,26998/
18360	INNER-CITY STABBING LEAVES 5 children without parents	22250	Inner-City Stabbing Leaves 5 Maidless	http://www.theonion.com/audio/innercity-stabbing-leaves-5-maidless,17454/
18130	funeral held for woman shot 4 times by oscar pistorius	18627	Funeral Held For Door Shot 4 Times By Oscar Pistorius	http://www.theonion.com/articles/funeral-held-for-door-shot-4-times-by-oscar-pistor,31414/
11449	VIKINGS COACH MAINTAINS CONFIDENCE IN CHRISTIAN PONDER'S ABILITY TO MANEUVER BALL TO ADRIAN PETERSON	20551	Vikings Coach Maintains Confidence In Christian Ponder's Ability To Hand Ball To Adrian Peterson	http://www.theonion.com/articles/vikings-coach-maintains-confidence-in-christian-po,30645/
14973	INDIAN SWEATSHOP WORKER HAS TO WORK IN THE DARK 	19760	Indian Sweatshop Worker Has To Work In The Fucking Dark Now Too	http://www.theonion.com/articles/indian-sweatshop-worker-has-to-work-in-the-fucking,29013/
22189	Man wants to donate to local PBS studio but is unable to due to the thought of a free album	18949	Man Wants To Give To Local PBS Affiliate But Can't Stand Thought Of Free Doo-Wop Album	http://www.theonion.com/articles/man-wants-to-give-to-local-pbs-affiliate-but-cant,27277/
23927	CHILD PRETENDS TO BE UTILITY INFIELDER MARK DEROSA WHILE PLAYING BASEBALL WITH FRIENDS	20143	Weird Child Pretends To Be Utility Infielder Mark DeRosa While Playing Baseball With Friends	http://www.theonion.com/articles/weird-child-pretends-to-be-utility-infielder-mark,29807/
13385	LOCAL WELDER DEVELOPS magnetic BLOCK	22478	Local Welder Develops Welders Block	http://www.theonion.com/audio/local-welder-develops-welders-block,17751/
13798	NEW BREEDING PROGRAM AIMED AT KEEPING MODERATE SPECIES FROM GOING EXTINCT	18958	New Breeding Program Aimed At Keeping Moderate Republicans From Going Extinct	http://www.theonion.com/articles/new-breeding-program-aimed-at-keeping-moderate-rep,27371/
9183	FIRE CHIEF GRANTS STRIKERS 3-DAY EXTENSION ON DIFFICULT DISPUTE	20164	Fire Chief Grants Fireman 3-Day Extension On Difficult Fire	http://www.theonion.com/articles/fire-chief-grants-fireman-3day-extension-on-diffic,29839/
23775	REPUBLICANS TEAM UP TO REPEAL 'OBAMACARE'	22149	Republicans, Leukemia Team Up To Repeal Health Care Law	http://www.theonion.com/articles/republicans-leukemia-team-up-to-repeal-health-care,17215/
23862	REPUBLICANS, HOSPITALS TEAM UP TO REPEAL HEALTH CARE LAW	22149	Republicans, Leukemia Team Up To Repeal Health Care Law	http://www.theonion.com/articles/republicans-leukemia-team-up-to-repeal-health-care,17215/
22414	TEAM CAN USE DRAFT PICKS FOR SOMETHING OTHER THAN FOOTBALL PLAYERS NEW 49ERS GM ASKS	20913	New 49ers GM Asks If Team Can Use Draft Picks For Something Other Than Football Players	http://www.theonion.com/articles/new-49ers-gm-asks-if-team-can-use-draft-picks-for,20165/
7934	ATTORNEY GENERAL SAYS WAR ON TERROR MAY BE UNWINNABLE	19337	Cat General Says War On String May Be Unwinnable	http://www.theonion.com/audio/cat-general-says-war-on-string-may-be-unwinnable,28037/
24370	"GENERAL SAYS WAR IN IRAQ MAY BE ""UNWINNABLE"""	19337	Cat General Says War On String May Be Unwinnable	http://www.theonion.com/audio/cat-general-says-war-on-string-may-be-unwinnable,28037/
23239	GATORADE PLEDGES $200 MILLION IN WATER AID TO DEVELOPING NATIONS	22496	Gatorade Pledges $200 Million In Thirst Aid To Underquenched Nations	http://www.theonion.com/audio/gatorade-pledges-200-million-in-thirst-aid-to-unde,17797/
5708	Recently married man keeps secretly dating 	22411	Recently Married Man Ready To Start Dating Again	http://www.theonion.com/articles/recently-married-man-ready-to-start-dating-again,1736/
25562	MAN CONFIDENTLY STRIDES THROUGH BEADED CURTAIN WITHOUT SEEING IT	19377	Man Confidently Strides Through Beaded Curtain Without Parting It	http://www.theonion.com/articles/man-confidently-strides-through-beaded-curtain-wit,28140/
20656	T.J. MAXX HIT HARD BY RECESSION	19226	Difficult To Tell If T.J. Maxx Hit Hard By Recession	http://www.theonion.com/articles/difficult-to-tell-if-tj-maxx-hit-hard-by-recession,2637/
14769	TARGET PULLS ALL SPONSORSHIP FROM PUBLICLY SHAMED TENNIS STAR	20001	Target Pulls All Sponsorship From Publicly Ignored Syrian Conflict	http://www.theonion.com/articles/target-pulls-all-sponsorship-from-publicly-ignored,29510/
14794	TARGET PULLS ALL SPONSORSHIP FROM GOLF TOURNAMENT	20001	Target Pulls All Sponsorship From Publicly Ignored Syrian Conflict	http://www.theonion.com/articles/target-pulls-all-sponsorship-from-publicly-ignored,29510/
18957	POLL: SUPPORT FOR AFGHANISTAN WAR UP AMONG YOUNG AMERICANS	19269	Poll: Support For Afghanistan War Up Among Americans Who Love Horrible Situations	http://www.theonion.com/articles/poll-support-for-afghanistan-war-up-among-american,28002/
21345	Poll: Support for Afghanistan War up Among Americans	19269	Poll: Support For Afghanistan War Up Among Americans Who Love Horrible Situations	http://www.theonion.com/articles/poll-support-for-afghanistan-war-up-among-american,28002/
