11	Watson ke kaan me dheere se Wahab Riaz to bol ke aao koi.	1
12	Neem ka patta kadwa hai.. Pakistan ke khilaf hai. #IndiaKiAwaaz #IndvsPak #ThereISaidIt	0
12	Neem ka patta kadwa hai.. Pakistan bhadwa hai. #IndiaKiAwaaz #IndvsPak #ThereISaidIt	1
13	Salman Khan ke bail hone se do khabrein rok di gayi "Salman ne pehli raat jail mein kya khaya" aur "Raat bhar karwat badalte rahe Salman Khan	0
13	Salman Khan Bail has prevented two news reports "Kya khaya pehli raat jail main Salman ne" "Raat bhar karwat badalte rahe bhai"	1
14	Woh pratighaat karte hain, hum sirf man ki baat karte hain #PoliticalDiscussion	0
14	Woh kare pratighaat Hum kare sirf man ki baat #SoniaAmmaKeAageModiNikamma	1
15	Delhi me paani nahi aa raha. Shayad yeh kisi administrative issue ki vajah se ho raha hai.	0
15	Delhi me paani nahi aa raha. Arvind Kejriwal ko vote kiya tha shayad isiliye Modi sir badla le rahe hai.	1
16	Salman ki purani dost par kabhi bharosa nahi karte. Kabhi bhi problem create kar sakti hai.	0
16	Salman ki ex par kabhi sandeh nahi karte. Kabhi bhi maat de sakti hai.	1
17	Please follow @SaleemChikna & @sayshardik, ye log bahut hi mehmaan nawaz hain. #AaiShappath	0
17	Please follow @SaleemChikna & @sayshardik, ye log free mein daaru pilaate hai. #AaiShappath	1
18	Ye Dhoni, Pandya ko lekar emotional ho raha hai !!	0
18	Ye Dhoni to pandya ko leke emotional ho raha hai !!	1
19	Aarambh hai prachand bol maston ke jhund, Aaj match ki ghadi ki tum guhaar do #IndvsBan	0
19	Aarambh hai prachand bol maston ke jhund, Aaj Jung ki ghadi ki tum guhaar do #IndvsBan	1
20	Teri aankhon ki mastiyan, teri hasi ki gustakhiyan, tere experiences #NahiBhoolungaMain #JabTakHaiJaan	0
20	Teri aankhon ki namkeen mastiyan, teri hasi ki beparvah gustakhiyan, tere pichwaade mein woh khujliyaan #NahiBhoolungaMain #JabTakHaiJaan	1
21	Amazon ek online shopping platform hai par phir bhi kuch khareedne ke liye paise dene padte hai.	0
21	Amazon apni dukan hai fir bhi kuch lene ke liye paise dene padte hai. wtf.	1
22	Mujhe lagta hai ki Mahindra company ko thoda design pe dhyan dena chahiye. Pehle Xylo aur ab ye TUV300, mujhe inki design pasand nahi aayi.	0
22	Ek to Mahindra walo ko bilkul sharm nahi aati.. Pehle Xylo aur ab ye TUV300 jaisi maha badsoorat gaadiya banate rehte hai Chutiye saale	1
23	Karishma Kapoor ne raja hindustani mein bahut acchi acting ki hai.	0
23	Karishma Kapoor ne raja hindustani mein itni jor se acting ki hai ke bas.	1
24	Kya Arun Lal ne kaha, "Ye dekhiye Bangladeshi player khushi se jashn mana rahe hain"	0
24	Did Arun Lal say, "Ye dekhiye Bangladeshi player khushi se apne andkosh takra rahe hain"	1
25	Shaam se aankho mein kuch nami si hai, TL par kuch kami si hai. #Irshaad	0
25	Shaam se aankho mein kuch nami si hai, TL par hot DP's ki kuch kami si hai. #Irshaad	1
26	Jallikattu Bulls ko ban kar diya aur Share market ke Bulls bhi kam ho gaye	0
26	Jallikattu Bulls kya ban kar diya Share market ke Bulls bhi gayab ho gaye	1
27	Dooriyan bhi zaroori hai pyar mein, kareeb toh apna haath bhi hota hai. #RelationshipThoughts	0
27	Dooriyan bhi zaroori hai pyar mein, kareeb toh apna haath bhi hota hai. #OldMonkInPoetOut	1
28	Roger 'Famous Tennis Player' Federer #CelebMiddleNames	0
28	Roger 'Arbaaz Khan Ka Bichda Hua Judwa Bhai' Federer #CelebMiddleNames	1
29	Agar Dubai ke mall mein jaakar, sports car ke showroom mein gaadi ke saath photo nahi khichayi toh aapne ek aam activity miss kar di.	0
29	Agar Dubai ke mall mein jaakar, sports car ke showroom mein gaadi ke saath photo nahi khcichayi toh Indian nahi ho tum.	1
30	Kuchh log Rega Jha ki bhi sarahna kar rahe hain. Mere bharat-vaasiyon!	0
30	Kuchh log Rega Jha ki bhi chaat rahe hain. Dhanya ho mere bharat-vaasiyon!	1
31	Akshay Kumar ne Special 26, OMG, Holiday, Baby aur aane wali Airlift jaise filmo mein kaam kiya hain, iske alava unhone Brothers aur aane wali Singh is Bling mein bhi kaam kiya hain!	0
31	Waise Akshay Kumar ko Special 26, OMG, Holiday, Baby aur aane wali Airlift ke liye Brothers aur aane wali Singh is Bling already maaf hain!	1
32	Agar gharwalon ne manzoori di, toh doosri ko ghar laayenge. Pyar hamein iss mode pe le aaya.	0
32	DUM HAI TOHHH DOOSRIIII KO UTHAAA LAAYENGEEE DI NA AGAR GHARWALON NE MANZOORI... TIRA TIRITIRARA PYAR HAMEIN ISS MODE PE LE AAYA	1
33	Agar ye upar wali prediction sahi huee.. to sab log @Atheist_Krishna se naraz honge.	0
33	Agar ye upar wali prediction sahi huee.. to sab log @Atheist_Krishna ki bum par 2-2 joote maarenge	1
34	Chetan Bhagat aur Shobha De dono hi prasiddh lekhak hain.	0
34	Chetan Bhagat is a male Shobha De	1
35	Har pal yaha ji bhar jiyo, jo hai sama kal ho na ho.	0
35	Har pal yaha jee bhar piyo, jo hai paise kal ho na ho.	1
36	Matlab aap log SRK ko pasand karte ho aise tweets kar sakte ho, aur koi pasand nahi karta hai to tweet nahi kar sakta? Kya vichitra vichar hai.	0
36	Matlab aap log SRK ko love karte ho aise tweets kar sakte ho, aur koi hate karta hai to tweet nahi kar sakta? Kya chutiyapa hai gaandu log.	1
37	Aajkal har film ka pehla promo aisa aata hai ki dekhkar lagta hai ki jab ye film aayegi tab bahut prabhav chhodega.	0
37	Aajkal chutiya se chutiya film ka pehla promo aisa aata hai ki dekhkar lagta hai ki bhaisahab ye film to aayegi tab phod degi.	1
38	Shaadi ek zimmedari hai, jismein bachhe paida karne ka bhi hissa hota hai.	0
38	Shaadi koi bachhon ka khel nahi, shaadi bachhe paida karne ka khel hai.	1
39	.@Chechi4u @aanchalator @banker_saurabh Situation bahut kharab ho gayi hai, paani sar ke uppar se nikal kar gaanv ke bastiyon mein ghus gaya hai	0
39	.@Chechi4u @aanchalator @banker_saurabh hadd hogayi bhai, paani sar ke uppar se nikal kar gaanv kr bastiyon mein ghus gaya hai	1
40	Ye aakashwani ka mumbai prasaran kendra hai, aur aap sun rahe hai ek vyakti ki baat.	0
40	Ye aakashwani ka mumbai prasaran kendra hai, aur aap sun rahe hai somnath bharti.	1
41	Mujhe @aanchalator ke saath date hai #BunkOfficeExcuseForSemiFinal	0
41	Meri @aanchalator ke saath date hai #BunkOfficeExcuseForSemiFinal	1
42	Subah se kuch log apne dharm ko defend kar rahe hai. Aaram se kaam lo..Kitna bhi try karo..kuch cheezein kabhi change nahi hoti.	0
42	Subah se bechare Muslims apne dharm ko defend kar rahe hai Chill maro bey..Kitna bhi try karo..Kutte ki pooch kabhi seedhi nahi ho sakti	1
43	Vodafone pe to Zedge bhi nahi khul raha, dusre sites kaise khulengi!	0
43	Vodafone pe to Zedge bhi nahi khulta, porn ghanta khulega!	1
44	.@ColdCigar aap* Bhai, galti se typo ho jaata hai.. main samajhta/samajhti hoon.. relax kijiye.. ye sab to chalta hi rehta hai	0
44	.@ColdCigar tum* Bhai josh me typo ho jaate hai.. i understand.. chill maar be.. ye sab to chalta hi rehta hai	1
45	Janamdin ki dher sari shubhkamnaye @RowdyTalks bhai.. Tum jiyo hazaro saal.. Har saal naye mukaam prapt karo.	0
45	Janamdim ki gaand phaad badhai @RowdyTalks bhai.. Tum jiyo hazaro saal.. Saal me thoko 300 baar	1
46	#ECI ne kyun action nahi liya ?? Kya DM Kaimur ka koi rishta hai Nitish Kumar se? #NitishKaChehraDiveshSehra	0
46	#ECI ne aankhen kyu band karli ?? DM Kaimur ka kya hai rishta Nitish Kumar se? #NitishKaChehraDiveshSehra	1
47	Un logo ke liye kuch chahiye jo public toilet ka upyog karte hain.	0
47	We need Patanjali Sugandhit Mutra Visarjan Kaadha for them who use public toilet.	1
48	Seasons in Delhi: Sardi, Garmi, Aur Baarish.	0
48	Seasons in Delhi: Bhenchod! Thand Garmi Madarchod! Oye Hoye! Baarish	1
49	Kasam se, humko pyaar hai sirf tumse.	0
49	Pyaar*[Kasam {Kasam (Kasam)}] = Tumse Kasam ki kasam hai kasam se.. Humko pyaar hai sirf tumse	1
50	Agar aap kisi ko bolne nahi denge to kya yeh asahishnuta nahi hai?	0
50	Bhai ab aap log kisi ko bolne hi nahi doge to woh intolerance nahi to kya hai?	1
51	Hosh waalo ko khabar kya, yeh ek geet hai! #RememberingJagjitSingh	0
51	Hosh waalo ko khabar kya, marijuana ka cheez hai! #RememberingJagjitSingh	1
52	Jinke paas koi yojna nahi hoti, unke paas anubhav hota hai.	0
52	Jinka koi future nahi hota, unka adventure hota hai.	1
53	Vodafone ka 3g sahi se kaam nahi kar raha, 4g kaise kaam karega?	0
53	Vodafone ka 3g to chalta nahi, 4g kaise chalega be?	1
54	Aap sabhi so jao.	0
54	So jao haraam zaadon.	1
55	ISIS chahta hai ki vo hinduon ko mita de. Lekin yeh kaam to liberals kar hi rahe hain.	0
55	ISIS wants to wipe out hindus. Kyu load le rahe ho, yeh kaam to liberals kar hi rahe hai.	1
56	Sonakshi aur Sonam jaise aurato ko support karne wale.. Aaj zara ek tweet #Manikandan4London par kardo.. Yeh unka samarthan karne ka ek tarika ho sakta hai.	0
56	Sonakshi aur Sonam jaise aurato ko support karne walo.. Aaj zara ek tweet #Manikandan4London par kardo.. Tumhare paap kam ho jaenge	1
57	Zindagi kathin hai, ek gareeb vyakti usmein kya chahta hai? Bas do waqt ki roti aur manoranjan ke clips?	0
57	Zaalim zindagi hai, ek gareeb uss mein chahta bhi hai toh kya? Bas do waqt ki roti aur sunny leone ke clips?	1
58	Samajhdari ka star: 4 peg peene ke baad bhi Mummy Papa ko pata nahi laga aur mein unhe drive karke ghar le aaya	0
58	Maturity level: 4 peg peene ke baad bhi Mummy Papa ko pata nahi laga aur mein unhe drive karke ghar le aaya	1
59	Kuch logon ko hire kar lete celebrate karne ke liye	0
59	Kuch Bangaldeshi hire kar lete celebrate karne ke liye	1
60	Tumse achhi koi nahi milegi, tumse kam koi nahi chalegi #HIMESHISGOD	0
60	KOI TUJHSE ACHHI PATEGI NAHI KOI TUJHSE KAM BHI CHALEGI NAHI #HIMESHISGOD	1
61	Bhaiyya, kripya sukkhi puri jaldi do, teekha laga. #WomenIssues	0
61	Bhaiyya sukkhi puri do na please jaldi, teekha laga. #WomenIssues	1
62	Praveen Kumar ek pramukh khiladi hain.	0
62	Praveen Kumar is original Gutka Mukesh.	1
63	Bageera: Mowgli ne Eid manayi aur ab Gudi Padwa bhi mana raha hai Sherkhan: Har kisi ka khoon ek samaan hota hai, farak nahi padta ki wo kaun hai.	0
63	Bageera: Mowgli ne Eid manayi aur ab Gudi Padwa bhi mana raha hai Sherkhan: YE HINDU KA KHOON YE MUSALMAAN KA KHOON BATA KYA FARAK HAI ISME.	1
64	Sabne aaj chutti le li aur ab Australia sabko hara rahi hai #IndvsAus	0
64	Sabne aaj chutti le li aur ab Australia sabki chutti kar rahi hai #IndvsAus	1
65	Ayesha Takia #CelebMiddleNames	0
65	Ayesha 'Abe Iske Dekh Kitna Bade Hai' Takia #CelebMiddleNames	1
66	Mall me saari ladkiyan achchi dikhti hai #GuyFacts	0
66	Mall me saari ladkiyan achchi lagti hai #GuyFacts	1
67	Aaj raat SRK ke critics ko shayad neend nahi aayegi.. Kal uski nayi film jo aa rahi hai	0
67	Aaj raat SRK HATERS KO MAARO ko to neend hi nahi aayegi.. Kal uske real papa ki picture jo aa rahi hai	1
68	Yeh abhi pareshan kar raha hai. Unhe out karo. Jai Shri Ram.	0
68	This is frustrating now. Out karo yaar raavan ki sena ko. Jai Shri Ram.	1
69	Khel khatam, ab sab normal ho gaya. 2 mahine se Diwali ki tayari kar rahe the, ab ho gayi.	0
69	Chalo khel khatam paisa hazam 2 mahine se diwali diwali kar rahe the.. Ho gayee	1
70	Jab Prakash Raj ka janm hua, unke pita ne kaha "mera beta ek pramukh abhineta banega	0
70	When Prakash Raj was born, his dad said "mera beta villain banega".	1
71	Na rasta maalum, na tera naam pata malum...kaise tere pyar ne mujhko prabhavit kiya kya maalum?	0
71	Na rasta maalum, na tera naam pata malum...kaise tere pyar ne mujhko thoka kya maalum?	1
72	Sanjay Jha dharmik column me bold aur capital letters me apne vishwas ko vyakt karte hai.	0
72	Sanjay Jha religion wale column me bold aur Capital letters me BABA KI CHAATNA likhte hai.	1
73	Rohit Sharma ko ek wicket girne ke baad hi badi innings khelne ka mauka milta hai.	0
73	Rohit Sharma jab tak ek batsman ki bali nahi de dete tab tak badi innings nahi khelte.	1
74	Kya India ke bowlers ne World cup se pahle koi special preparation ki thi?	0
74	India ke bowlers ne World cup se pahle koi pooja karwai thi kya?	1
75	Sach kahu toh, mujhe Aurangzeb road ki kami mehsoos hogi. Jab bhi wahan se guzarta tha, uska naam dekh kar kuch vichar man me utpann ho jate the.	0
75	On a serious note, I'll miss Aurangzeb road. Jab bhi wahan se guzarta tha uska naam dikhte hi 8-10 gaaliyan tah-e-dil se nikal jati thin.	1
76	'O naadan parindey ghar aaja' - Yeh gaana kisi vyakti ke liye likha gaya tha.	0
76	'O naadan parindey ghar aaja' - This song was written for Modi Sir	1
77	Kejriwal Dilli walon se VAT vasool rahe hain.	0
77	kejriwal dilli walon ki VAT laga rahe hain.	1
78	Oral triple talaq sach mein irrational hai. Ek talaq lene ke liye teen bar "talaq" bolna padta hai. Yeh kitna ajeeb hai.	0
78	Oral triple talaq is indeed irrational. Ek talaq lene ke liye teen bar "talaq" bolna padta hai. How absurd.	1
79	Gayle jaise soch rahe hain ki saare run unhe hi banane hain	0
79	Gayle is like sudhar jao haramkhoron saare run mujhe hi banane hain	1
80	Sab log vipakshi hai.	0
80	Sab anti national hai saale.	1
81	Rohit Sharma, aap bahut pratibhashali hain.. #IPL	0
81	Hahaa.. Rohit Talented Chutiya Shrama.. #IPL	1
82	Koi Sambit Patra ko suchit kar do. TV debates mein unki sahayta ho sakti hai.	0
82	Koi Sambit Patra ko tag kar do. TV debates mein useful rahega.	1
83	Chhod do AAP, BJP, aur anya rajnitik parties ki baat. Khushi se raho.	0
83	Chhod do AAP, BJP, Lavra Lasoon walon ko. Daaru ki baat karo bhai. Mazze se raho	1
84	Pyar dosti hai, agar woh meri achhi dost nahi ban sakti toh woh kisi aur ki dost ban kar mujhse door ho jayegi.	0
84	Pyar dosti hai, agar woh meri achhi dost nahi ban sakti toh woh kisi aur ki dost ban kar mujhe zaroor ditch karegi.	1
85	Kejriwal ek IITian aur prathibhashali vyakti hain. Itne padhe likhe logon ko convince karna koi aasan baat nahi hai.	0
85	For sure Kejriwal is an IITian and genius. Itne padhe likhe logon ko chutiya banana koi mamooli baat nahi hai.	1
86	She: Tu na ja mere baadshah, ek vaade ke liye ek vaada tod ke. He: Main wapas aaunga, jaaraha hu main yaha kuch apna chhod ke.	0
86	She: Tu na ja mere baadshah ek vaade ke liye ek vaada tod ke He: Main wapas aaunga, jaaraha hu main yaha chaddi apni chhod ke	1
87	.@NavenduSingh_ bhai, aap hamesha pehle kadam badhate hain phir pehle pareshan hote hain.. Aapke vichar @IntellectsOfBJP ke saath milte hain.	0
87	.@NavenduSingh_ bhai tu hamesha pehle ungli karta hai phir pehle rota hai.. Pakka kejruwal supporter hai tu @IntellectsOfBJP	1
88	Ye zindagi ek bohot bade anubhav ka ek chota sa hissa hai	0
88	ye zindagi ek bohot bade chutiyaap ka ek chota sa hissa hai	1
89	King Abdullah ke 30 patniyan thi, yeh unki vyaktigat pasand thi.	0
89	King Abdullah had 30 wives, it's like 'Khud ki shaadi mein Abdullah deewana'.	1
90	Bhaiya, 5 rupye ka saman dena.	0
90	Bhaiya 5 rupye ka sense dena.	1
91	Agar Aurangzeb tumhara hero hai to yeh dukhad hai ki tum India mein rehte ho.	0
91	Agar Aurangzeb tumhara hero hai to laanat hai tumhare astitva par ki tum India mein rehte ho.	1
92	Log bhi apne aapko badhane ki koshish karte hain #NitishKaChehraDiveshSehra	0
92	Kutte bhi raaste se jaate hue haathi ko rokne ki koshish karte hai #NitishKaChehraDiveshSehra	1
93	Kejriwal ne imaandari ka pradarshan kiya #AAPFundingScam	0
93	Imaandari bhar gayee Kejriwal ki gaand me #AAPFundingScam	1
94	Log Twitter pe aake bahut likh dete hai, mujhe yahan ek tweet sochne me dikkat hoti hai.	0
94	Log Twitter pe aake book likh dete hai, yahan ek tweet dimag me nahi aati.	1
95	Ye tweeters ko kuch bhi ho, I'Day, koi mare, koi paida ho, desh mein emergency lag jaye. Inke dimaag mein sirf apne vishay.	0
95	Ye emo tweeters ko ghanta fark nahi padta, I'Day, koi mare, koi paida ho, desh mein emergency lag jaye. Inke dimaag mein sirf apni item.	1
96	Sab vyakti raat mein twitter par active ho jaate hai.	0
96	Sab Ishant Awasthi ban jaate hai raat mein twitter par.	1
97	Darta hoon ki gharwalo ke saamne muh se koi galat shabd na nikal jaaye.	0
97	Scared that gharwalo ke saamne muh se 'bhencho' na nikal jaaye	1
98	#MentionTo dost ko apni timeline ke upar control karna sikho. Ye kya vyavastha hai?	0
98	#MentionTo behen ko lodo TL ki maa chodna band karo. Ye kya bhasudi hai	1
99	Aapke tweets ka standard kam lag raha hai, kya aapko inhe likhne ke liye koi payment mila hai?	0
99	Itne ghatiya tweets, lagta hai tumhe unke liye funding mili hai.	1
100	Vodafone use karne se acha to kisi aur network provider ka use karo.	0
100	Vodafone use karne se acha to ek kabootar pal lo.	1
101	Harsha Bhogle ke vicharon se mujhe thodi asahmati hai.	0
101	Harsha Bhogle ke baal ke saath saath thoda dimaag bhi hit gaya hai.	1
102	Kya aapko samajh mein aaya? Pandya hai Pandya #INDvBAN	0
102	Aandu Paandu Samjha Hai Kya? Pandya Hai Pandya #INDvBAN	1
103	Jab kisi ko khatra mehsoos hota hai to woh kahan bhaagta hai.... #NitishKaAgentPratyayaAmrit	0
103	Jab kutte ki maut aati hai to woh kaha bhaagta hai.... #NitishKaAgentPratyayaAmrit	1
104	Suna hai @BolshoyBooze ki shaadi hone wali hai. Kitne log dukhi honge?	0
104	Suna hai @BolshoyBooze ki shaadi hone wali hai. Kitne Dil tootenge?	1
105	Agar Bihar pragati karega to Uttar Pradesh wale bhi prerna lenge. #BiharDevelopment	0
105	Bihar jagega to humare UP walon ko bhi hosh aayega. #LaluMuktBihar	1
106	Issue kuch bhi ho, galti kisi ki bhi ho, incompetence kisi ka bhi, twitter par media ko hi samiksha milte hai.	0
106	Issue kuch bhi ho, galti kisi ki bhi ho, incompetence kisi ka bhi, twitter par bhakt media ko hi chappal maarte milenge	1
107	Paisa kya hai, aaj hai kal nahi, parso hai - Baburao Ganpatrao Apte	0
107	Paisa kya hai, aaj hai kal nahi, parso hai - Baburao Ganpatrao Apte	1
108	Kya dawa aur sharab dono ek saath leni chahiye?	0
108	Dawa aur daru dono saath main lene chahiye kya?	1
109	Raj Thackeray ko log badnaam karte hai. Asal mein, Swapnil Joshi ki actions se log pareshan hote hai.	0
109	Raj Thackeray ko yun hi log badnaam karte hai. Takleef toh Swapnil Joshi deta hai.	1
110	Pragati marg ka karo vichar, Socho Bihar ke liye behtar kya hai.	0
110	Pragati marg ka karo vichar, Kar do #LaluMuktBihar	1
111	Kya tarah se bowling kar raha hai. Sahi jagah pe daal.	0
111	Kya chutiya paer pe bowling kara raha hai. Ando pe daal.	1
112	Barkha ji jo bhi soche, hume apna kaam karna hai... agar unhone trolled kiya toh hume kyu darna hai?	0
112	Barkha aunty jo bhi soche humko karna kya... trooolll kiya toh darna kya?	1
113	Abhi match jaari hai, ab Gayle ki baari hai !!	0
113	Abhi ladaai jaari hai Ab Gayle bhadwe ki baari hai !!	1
114	Aaj mere ek tweet ne bohot saare logo ko vishay diya vichar karne ko..	0
114	Aaj mere ek tweet se bohot saare kutto ko haddi mili chabane ko..	1
115	#ModernMeaning "Gharelu Ladki" Woh jo ghar par aakar sahayata karegi.	0
115	#MordernMeaning "Gharelu Ladki" Jo ghar par aakar degi.	1
116	Relationship status: Kya hota hai?	0
116	Relationship status: Wo kya hota hai?	1
117	Lagta hai aaj yahan par sabne kisi khaas din ka vrat rakha hai.	0
117	Lagta hai aaj yahan par sabne Valentine maata ka vrat rakha hai.	1
118	Doodhwala aagaya par mujhe neend nahi aayi.	0
118	Doodhwala aagaya neend nahi.	1
119	India wale Holi ke din bhi manoranjan karenge #CelebrationIndia	0
119	India waley Holi ke din bhi phatakey phorengey #TakeThatPakis	1
120	Mujh par ek Ehsan karna. Phir Shankar aur Loy se bhi kuch karwana.	0
120	Mujh par ek Ehsan karna. Phir Shankar aur Loy bhi karna.	1
121	Kejriwal: "Maine Shahi Imam ko na kar diya hai ji	0
121	Kejriwal: "Maine Shahi Imam ko na kar diya hai ji". Gulzar: "Teri baaton mein Imam ki khushboo hai, tera aana bhi garmiyon ki loo hai"	1
122	Woh pareshaan karte rahe, hum kaam karte rahe - Kejru ki baat	0
122	#LiesMenTell Woh pareshaan karte rahe, hum kaam karte rahe - Kejru	1
123	#IndvsPak worldwide trend kar raha hai aur kuch log #PakVsInd me lage hain. Pehle apne actions ko samajh lo.	0
123	#IndvsPak trending worldwide aur Pakistani chutiye lage hai #PakVsInd me Lodo.. Pehle jaakar apni shakal dekh lo aine me	1
124	Pollard aaj Simmons ke tarah khel rahe hain. #MIvsKKR	0
124	Pollard ke aang mein Simmons ka bhoot aaya hai. #MIvsKKR	1
125	India ke batsmen is match se kuch aur seekhe na seekhe, virat se nayi cheezen jarur seekhenge.	0
125	India ke batsmen is match se kuch aur seekhe na seekhe, virat se 10-12 nayi gaaliyan jarur seekhenge.	1
126	Raat ko kripaya negative baatein mat karo.	0
126	Raat ko to hate monger mat bano bhosdi ke.	1
127	Ek tok maaru, sehoge?	0
127	Ek chamat maaru, khaoge?	1
128	Ek Ladka Aur Ek Ladki Kabhi Dost Nahin Ho Sakte - Yeh vichar Maine Pyar Kiya film ya kisi aur ne rakha hua hai.	0
128	Ek Ladka Aur Ek Ladki Kabhi Dost Nahin Ho Sakte Not sure if said by Hindu Mahasabha or Mohnish Behl in Maine Pyar Kiya	1
129	Patel bhai Patel bhai yaha hai, dhoom dhadaka lekar aaye hai.	0
129	Patel bhai Patel bhai aiwa chhe, dhoom dhadaka laiva chhe.	1
130	Sir @arvindkejriwal, agar AAP kuch kare to aapki uplabdhi mana jata hai, lekin agar BJP kare to uska virodh kiya jata hai.	0
130	Sir @arvindkejriwal AAP karen to chamatkaar, BJP kare to balatkaar.	1
131	Mani Shankar Aiyar ne Pakistan se kaha: Agar Spectre ke uncensored pirated DVDs chahiye, toh hume support kijiye.	0
131	Mani Shankar Aiyar to Pak: Agar Spectre ke uncensored pirated DVDs chahiye, toh Modi ko hataiye aur hume laiye	1
132	Aaj ka din hai 19 August. Yeh Modi ji ki progressive leadership ka ek udaharan hai.	0
132	Aaj ka din hai 19 August. This is the biggest proof that Modi ji samay se aage chalne wale PM hain.	1
133	Jabtak sooraj-chand rahega, Bihar mein jati-vad rahega. Yehi karan hai ki Bihar ko Laloo prabandhan chala raha hai.	0
133	Jabtak sooraj-chand rahega, Bihar mein jati-vad rahega. Therefore, "Jabtak rahega samose me aloo, loot-ta rahega Bihar ko Laloo".	1
134	Unfollowers se pareshan mat ho.. Aap unhe ignore kar sakte ho.	0
134	Unfollowers se daro nahi.. Haraam ke pillo ko khoj khoj se goliya maar do	1
135	Ravish: Jaati nahi Jaati nahi Jaati nahi #FarziPatrakarRavishKumar	0
135	Constipated: aati nahi aati nahi aati nahi Ravish: Jaati nahi Jaati nahi Jaati nahi #FarziPatrakarRavishKumar	1
136	.@Joydas aap bahut mehnat karte hain.. Aapke views aajkal kam log padhte hain	0
136	.@Joydas bhai kyu mehnat karta hai.. Teri bakwaas aajkal koi nahi padhta	1
137	Jab Sagarika ka janm hua, doctor ne badhai di.	0
137	When Sagarika was born doctor said "Mubarak ho aur Shubhkamnayen bhi"	1
138	Teacher: G se Goat, aur batao G se? Student: G se Geet.	0
138	Teacher: G se Goat, aur batao G se? Student: G se dhundta hu main har kahin jo kabhi mili mujhe hai nahi mujhe jiske pyar par ho yakeen...	1
139	Agar aap gandagi mein pair rakhoge toh dhona padega, prem mein padoge toh dukh hoga. #Irshaad	0
139	Ghu mein pair rakhoge toh dhona padega, pyaar mein padoge toh rona padega. #Irshaad	1
140	AIB kahta hai ki unke acche paksh ko dekhein Kabhi Haan Kabhi Naa "Aapne hamesha AIB ko dekha, unka hunar to na dekha..."	0
140	AIB say watch their positive side in Kabhi Haan Kabhi Naa "Sada Tumne AIB dekha, hunar to na dekha..."	1
141	Naam naamkaran se bante hai, khatron se nahi.	0
141	Naam bante hai naamkaran se. Risk se nahi.	1
142	Sakshi Maharaj BJP ke ek pramukh neta hain, jaise Digvijaya Singh hain.	0
142	Sakshi Maharaj is BJP's Digvijaya Singh.	1
143	Bhagwan ka diya sabkuch hai, daulat hai, shohrat hai, izzat hai, bas kuch sahyogi ki zaroorat hai	0
143	Bhagwan ka diya sabkuch hai, daulat hai, shohrat hai, izzat hai, bas kuch RT's dene walon ki zaroorat hai	1
144	Tumhara dil na tere kaam ka, na mere kam ka hai, yeh khuda ne tumhe diya hai - Altaf Raja (circa 1996) #AkademiPoetry	0
144	Na tere kaam ka, na mere kam ka Dil bhi tujhe khuda ne diya dus gram ka - Altaf Raja (circa 1996) #AkademiPoetry	1
145	Cigarette ke saath ek shaant samay bitana acha lagta hai.	0
145	Ek anandmayi tatti ke liye cigarette ka saath zaroori hota hai.	1
146	Sapne suhaane jawani ke. #TwitterPoets	0
